BIRD,DATE,VISIT_TYPE,OUTCOME,NUM_OBS,OBSERVER,REMOVED,TERRITORY,FULLTERRITORY,YEAR,MONTH,DAY,Lat5,Long5,check,re-enter lat5,re-enter long5,Lat100,Long100,sex,birth_year,age_type,walkabout,Notes
ymur,24-Mar-19,2,1,2,KRM,0,CEMETE,Cemetery,2019,3,24,,,,,,33.7916,-79.0196,F,2017,Minimum,0,
aawm,25-Mar-19,3,1,1,KRM,0,RIVERF,Riverfront,2019,3,25,,,,,,33.8313,-79.0465,M,2017,Actual,0,
aawm,25-Mar-19,2,0,1,KRM,0,RIVERF,Riverfront,2019,3,25,,,,,,33.8313,-79.0465,M,2017,Actual,0,
ayym,25-Mar-19,3,1,2,CEH,0,DISCGO,disc golf course,2019,3,25,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
emor,25-Mar-19,3,1,2,TLE,0,LOWESP,Lowes pkg lot,2019,3,25,,,,,,33.792,-78.9979,M,2016,Minimum,0,
erom,25-Mar-19,2,1,2,TLE,0,METGLA,Metglas,2019,3,25,,,,,,33.7942,-78.996,M,2018,Minimum,0,
eymo,25-Mar-19,2,1,2,TLE,0,HGTCCC,HGTC,2019,3,25,,,,,,33.7933,-79.0009,F,2018,Actual,0,
giom,25-Mar-19,2,1,1,KRM,0,CEMETE,Cemetery,2019,3,25,,,,,,33.7916,-79.0196,M,2017,Minimum,0,
gmob,25-Mar-19,2,1,1,KRM,0,COURTH,Courthouse,2019,3,25,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
gmyr,25-Mar-19,3,1,1,KRM,0,RIVERF,Riverfront,2019,3,25,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
gmyr,25-Mar-19,2,1,1,KRM,0,RIVERF,Riverfront,2019,3,25,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
meow,25-Mar-19,3,1,1,KRM,0,CEMETE,Cemetery,2019,3,25,,,,,,33.7916,-79.0196,M,2018,Actual,0,
meow,25-Mar-19,2,1,1,KRM,0,CEMETE,Cemetery,2019,3,25,,,,,,33.7916,-79.0196,M,2018,Actual,0,
myaa,25-Mar-19,2,0,2,TLE,0,RRTRAC,RR Tracks behind Lowes,2019,3,25,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
omoo,25-Mar-19,2,0,1,KRM,0,COURTH,Courthouse,2019,3,25,,,,,,33.8304,-79.0484,F,2016,Minimum,1,wandering
pomy,25-Mar-19,3,1,2,TLE,0,LOWESP,Lowes pkg lot,2019,3,25,,,,,,33.792,-78.9979,F,2016,Minimum,0,
pppm,25-Mar-19,2,0,2,TLE,0,RRTRAC,rr tracks behind Lowes,2019,3,25,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
rwmp,25-Mar-19,2,1,2,TLE,0,METGLA,Metglas,2019,3,25,,,,,,33.7942,-78.996,F,2016,Minimum,0,
wmbb,25-Mar-19,2,1,2,TLE,0,HGTCCC,HGTC,2019,3,25,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
wumu,25-Mar-19,2,1,1,KRM,0,GRAING,Grainger,2019,3,25,,,,,,33.8279,-79.0523,F,2017,Minimum,0,
wwmr,25-Mar-19,3,1,2,CEH,0,DISCGO,disc golf course,2019,3,25,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
ymur,25-Mar-19,3,1,1,KRM,0,CEMETE,Cemetery,2019,3,25,,,,,,33.7916,-79.0196,F,2017,Minimum,0,
ymur,25-Mar-19,2,1,1,KRM,0,CEMETE,Cemetery,2019,3,25,,,,,,33.7916,-79.0196,F,2017,Minimum,0,
bbcm,26-Mar-19,2,1,1,TLE,0,IMSTOP,IM Stopsign,2019,3,26,,,,,,33.7993,-78.995,F,2018,Actual,0,
moby,26-Mar-19,1,1,1,CEH,1,BILLBO,Billboards,2019,3,26,,,,,,33.8054,-79.0098,F,2017,Minimum,0,
moyy,26-Mar-19,2,1,1,TLE,0,CMWSSS,CMWS,2019,3,26,,,,,,33.8008,-79,M,2017,Actual,0,
oaam,26-Mar-19,2,0,1,TLE,0,CMWSSS,CMWS,2019,3,26,,,,,,33.8008,-79,M,2017,Minimum,0,
yybm,26-Mar-19,2,1,1,TLE,0,IMSTOP,IM Stopsign,2019,3,26,,,,,,33.7993,-78.995,M,2016,Minimum,0,
aawm,27-Mar-19,2,1,1,KRM,0,RIVERF,Riverfront,2019,3,27,,,,,,33.8313,-79.0465,M,2017,Actual,0,
bbcm,27-Mar-19,3,1,1,TLE,0,IMSTOP,IM Stopsign,2019,3,27,,,,,,33.7993,-78.995,F,2018,Actual,0,
bbcm,27-Mar-19,2,1,1,TLE,0,IMSTOP,IM Stopsign,2019,3,27,,,,,,33.7993,-78.995,F,2018,Actual,0,
brrm,27-Mar-19,2,0,1,KRM,0,CYPRES,Cypress Inn,2019,3,27,,,,,,33.833,-79.0452,M,2017,Minimum,0,
embw,27-Mar-19,3,1,1,KRM,0,COXFER,Cox Ferry,2019,3,27,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
embw,27-Mar-19,2,1,1,KRM,0,COXFER,Cox Ferry,2019,3,27,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
erom,27-Mar-19,2,1,1,TLE,0,METGLA,Metglas,2019,3,27,,,,,,33.7942,-78.996,M,2018,Minimum,0,
eymo,27-Mar-19,2,1,1,TLE,0,HGTCCC,HGTC,2019,3,27,,,,,,33.7933,-79.0009,F,2018,Actual,0,
ggmi,27-Mar-19,2,1,1,KRM,0,BUSBEE,Busbee,2019,3,27,,,,,,33.8289,-79.0594,F,2018,Actual,0,
gmob,27-Mar-19,2,1,1,KRM,0,COURTH,Courthouse,2019,3,27,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
gmyr,27-Mar-19,2,0,1,KRM,0,RIVERF,Riverfront,2019,3,27,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
iiem,27-Mar-19,3,1,NA,CRW,0,ROOMST,Rooms To Go,2019,3,27,,,,,,33.7035,-78.9257,M,2017,Minimum,0,
moyy,27-Mar-19,3,1,1,TLE,0,CMWSSS,CMWS,2019,3,27,,,,,,33.8008,-79,M,2017,Actual,0,
moyy,27-Mar-19,2,1,1,TLE,0,CMWSSS,CMWS,2019,3,27,,,,,,33.8008,-79,M,2017,Actual,0,
mwrg,27-Mar-19,2,1,1,KRM,0,BUSBEE,Busbee,2019,3,27,,,,,,33.8289,-79.0594,M,2018,Actual,0,
myaa,27-Mar-19,2,1,1,TLE,0,RRTRAC,RR Tracks behind Lowes,2019,3,27,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
myry,27-Mar-19,3,1,1,KRM,0,SEACOA,Seacoast Church,2019,3,27,,,,,,33.8074,-79.0129,F,2017,Minimum,0,
oaam,27-Mar-19,3,1,1,TLE,0,CMWSSS,CMWS,2019,3,27,,,,,,33.8008,-79,M,2017,Minimum,0,
oaam,27-Mar-19,2,1,1,TLE,0,CMWSSS,CMWS,2019,3,27,,,,,,33.8008,-79,M,2017,Minimum,0,
omoo,27-Mar-19,2,0,1,KRM,0,COURTH,Courthouse,2019,3,27,,,,,,33.8304,-79.0484,F,2016,Minimum,1,wandering
omuu,27-Mar-19,3,1,1,KRM,0,SEACOA,Seacoast Church,2019,3,27,,,,,,33.8074,-79.0129,M,2017,Minimum,0,
omuu,27-Mar-19,2,1,1,KRM,0,SEACOA,Seacoast Church,2019,3,27,,,,,,33.8074,-79.0129,M,2017,Minimum,0,
oomi,27-Mar-19,3,1,NA,CRW,0,ROOMST,Rooms To Go,2019,3,27,,,,,,33.7035,-78.9257,F,2018,Actual,0,
pppm,27-Mar-19,2,1,1,TLE,0,RRTRAC,rr tracks behind Lowes,2019,3,27,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
rwmp,27-Mar-19,2,1,1,TLE,0,METGLA,Metglas,2019,3,27,,,,,,33.7942,-78.996,F,2016,Minimum,0,
wmbb,27-Mar-19,2,1,1,TLE,0,HGTCCC,HGTC,2019,3,27,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
wumu,27-Mar-19,1,1,1,KRM,0,GRAING,Grainger,2019,3,27,,,,,,33.8279,-79.0523,F,2017,Minimum,0,
yame,27-Mar-19,2,1,1,TLE,0,WPDEDI,WPDE dishes,2019,3,27,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
yybm,27-Mar-19,3,1,1,TLE,0,IMSTOP,IM Stopsign,2019,3,27,,,,,,33.7993,-78.995,M,2016,Minimum,0,
yybm,27-Mar-19,2,1,1,TLE,0,IMSTOP,IM Stopsign,2019,3,27,,,,,,33.7993,-78.995,M,2016,Minimum,0,
yymb,27-Mar-19,2,0,1,KRM,0,CYPRES,Cypress Inn,2019,3,27,,,,,,33.833,-79.0452,F,2016,Minimum,0,
bomr,28-Mar-19,2,0,1,CRW,0,MALWAL,Seaboard Walmart,2019,3,28,,,,,,33.7027,-78.9141,U,2018,Actual,0,
iiem,28-Mar-19,2,1,1,CRW,0,ROOMST,Rooms To Go,2019,3,28,,,,,,33.7035,-78.9257,M,2017,Minimum,0,
meey,28-Mar-19,2,0,1,CRW,0,MALWAL,Seaboard Walmart,2019,3,28,,,,,,33.7027,-78.9141,U,2017,Minimum,0,
mpyo,28-Mar-19,2,0,1,CRW,0,DILLAR,Dillards,2019,3,28,,,,,,33.6997,-78.9264,M,2017,Actual,0,
oomi,28-Mar-19,2,1,1,CRW,0,ROOMST,Rooms To Go,2019,3,28,,,,,,33.7035,-78.9257,F,2018,Actual,0,
ppmb,28-Mar-19,2,0,1,CRW,1,COSTCO,behind Costco,2019,3,28,,,,,,33.706,-78.9175,M,2016,Minimum,0,
umrw,28-Mar-19,2,0,1,CRW,0,COSTCO,behind Costco,2019,3,28,,,,,,33.706,-78.9175,F,2017,Minimum,0,
wxmr,28-Mar-19,2,0,1,CRW,0,DILLAR,Dillards,2019,3,28,,,,,,33.6997,-78.9264,F,2018,Actual,0,
aawm,29-Mar-19,2,0,1,KRM,0,RIVERF,Riverfront,2019,3,29,,,,,,33.8313,-79.0465,M,2017,Actual,0,
brrm,29-Mar-19,2,0,1,KRM,0,CYPRES,Cypress Inn,2019,3,29,,,,,,33.833,-79.0452,M,2017,Minimum,0,
embw,29-Mar-19,3,1,1,KRM,0,COXFER,Cox Ferry,2019,3,29,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
embw,29-Mar-19,2,1,1,KRM,0,COXFER,Cox Ferry,2019,3,29,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
giom,29-Mar-19,2,1,1,KRM,0,CEMETE,Cemetery,2019,3,29,,,,,,33.7916,-79.0196,M,2017,Minimum,0,
gmob,29-Mar-19,2,1,1,KRM,0,COURTH,Courthouse,2019,3,29,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
gmyr,29-Mar-19,2,1,1,KRM,0,RIVERF,Riverfront,2019,3,29,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
meow,29-Mar-19,3,1,1,KRM,0,CEMETE,Cemetery,2019,3,29,,,,,,33.7916,-79.0196,M,2018,Actual,0,
meow,29-Mar-19,2,1,1,KRM,0,CEMETE,Cemetery,2019,3,29,,,,,,33.7916,-79.0196,M,2018,Actual,0,
myry,29-Mar-19,3,1,1,KRM,0,SEACOA,Seacoast Church,2019,3,29,,,,,,33.8074,-79.0129,F,2017,Minimum,0,
omoo,29-Mar-19,2,0,1,KRM,0,COURTH,Courthouse,2019,3,29,,,,,,33.8304,-79.0484,F,2016,Minimum,1,wandering
omuu,29-Mar-19,3,1,1,KRM,0,SEACOA,Seacoast Church,2019,3,29,,,,,,33.8074,-79.0129,M,2017,Minimum,0,
omuu,29-Mar-19,2,0,1,KRM,0,SEACOA,Seacoast Church,2019,3,29,,,,,,33.8074,-79.0129,M,2017,Minimum,0,
yame,29-Mar-19,3,1,1,TLE,0,WPDEDI,WPDE dishes,2019,3,29,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
ymur,29-Mar-19,3,1,1,KRM,0,CEMETE,Cemetery,2019,3,29,,,,,,33.7916,-79.0196,F,2017,Minimum,0,
ymur,29-Mar-19,2,1,1,KRM,0,CEMETE,Cemetery,2019,3,29,,,,,,33.7916,-79.0196,F,2017,Minimum,0,
yymb,29-Mar-19,2,0,1,KRM,0,CYPRES,Cypress Inn,2019,3,29,,,,,,33.833,-79.0452,F,2016,Minimum,0,
bomr,30-Mar-19,2,0,1,CRW,0,MALWAL,Seaboard Walmart,2019,3,30,,,,,,33.7027,-78.9141,U,2018,Actual,0,
iiem,30-Mar-19,2,1,1,CRW,0,ROOMST,Rooms To Go,2019,3,30,,,,,,33.7035,-78.9257,M,2017,Minimum,0,
meey,30-Mar-19,2,0,1,CRW,0,MALWAL,Seaboard Walmart,2019,3,30,,,,,,33.7027,-78.9141,U,2017,Minimum,0,
mpyo,30-Mar-19,2,1,1,CRW,0,DILLAR,Dillards,2019,3,30,,,,,,33.6997,-78.9264,M,2017,Actual,0,
oomi,30-Mar-19,2,1,1,CRW,0,ROOMST,Rooms To Go,2019,3,30,,,,,,33.7035,-78.9257,F,2018,Actual,0,
ppmb,30-Mar-19,2,1,1,CRW,1,COSTCO,behind Costco,2019,3,30,,,,,,33.706,-78.9175,M,2016,Minimum,0,
umrw,30-Mar-19,2,0,1,CRW,0,COSTCO,behind Costco,2019,3,30,,,,,,33.706,-78.9175,F,2017,Minimum,0,
wxmr,30-Mar-19,2,0,1,CRW,0,DILLAR,Dillards,2019,3,30,,,,,,33.6997,-78.9264,F,2018,Actual,0,
aawm,1-Apr-19,2,0,1,KRM,0,RIVERF,Riverfront,2019,4,1,,,,,,33.8313,-79.0465,M,2017,Actual,0,
bbcm,1-Apr-19,3,1,1,TLE,0,IMSTOP,IM Stopsign,2019,4,1,,,,,,33.7993,-78.995,F,2018,Actual,0,
bbcm,1-Apr-19,2,1,1,TLE,0,IMSTOP,IM Stopsign,2019,4,1,,,,,,33.7993,-78.995,F,2018,Actual,0,
brrm,1-Apr-19,2,1,1,KRM,0,CYPRES,Cypress Inn,2019,4,1,,,,,,33.833,-79.0452,M,2017,Minimum,0,
eymo,1-Apr-19,3,1,1,TLE,0,HGTCCC,HGTC,2019,4,1,,,,,,33.7933,-79.0009,F,2018,Actual,0,
gmob,1-Apr-19,2,1,1,KRM,0,COURTH,Courthouse,2019,4,1,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
gmyr,1-Apr-19,2,0,1,KRM,0,RIVERF,Riverfront,2019,4,1,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
iiem,1-Apr-19,3,1,NA,CRW,0,ROOMST,Rooms To Go,2019,4,1,,,,,,33.7035,-78.9257,M,2017,Minimum,0,
moyy,1-Apr-19,2,0,1,TLE,0,CMWSSS,CMWS,2019,4,1,,,,,,33.8008,-79,M,2017,Actual,0,
oaam,1-Apr-19,2,1,1,TLE,0,CMWSSS,CMWS,2019,4,1,,,,,,33.8008,-79,M,2017,Minimum,0,
omoo,1-Apr-19,2,0,1,KRM,0,COURTH,Courthouse,2019,4,1,,,,,,33.8304,-79.0484,F,2016,Minimum,0,
oomi,1-Apr-19,3,1,NA,CRW,0,ROOMST,Rooms To Go,2019,4,1,,,,,,33.7035,-78.9257,F,2018,Actual,0,
wmbb,1-Apr-19,3,1,1,TLE,0,HGTCCC,HGTC,2019,4,1,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
yame,1-Apr-19,3,1,1,TLE,0,WPDEDI,WPDE dishes,2019,4,1,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
yame,1-Apr-19,2,1,1,TLE,0,WPDEDI,WPDE dishes,2019,4,1,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
yybm,1-Apr-19,3,1,1,TLE,0,IMSTOP,IM Stopsign,2019,4,1,,,,,,33.7993,-78.995,M,2016,Minimum,0,
yybm,1-Apr-19,2,1,1,TLE,0,IMSTOP,IM Stopsign,2019,4,1,,,,,,33.7993,-78.995,M,2016,Minimum,0,
yymb,1-Apr-19,2,0,1,KRM,0,CYPRES,Cypress Inn,2019,4,1,,,,,,33.833,-79.0452,F,2016,Minimum,0,
ayym,3-Apr-19,3,1,2,CEH,0,DISCGO,disc golf course,2019,4,3,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
embw,3-Apr-19,3,1,2,KRM,0,COXFER,Cox Ferry,2019,4,3,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
emor,3-Apr-19,3,1,2,TLE,0,LOWESP,Lowes pkg lot,2019,4,3,,,,,,33.792,-78.9979,M,2016,Minimum,0,
iiem,3-Apr-19,3,1,2,CRW,0,ROOMST,Rooms To Go,2019,4,3,,,,,,33.7035,-78.9257,M,2017,Minimum,0,
iiom,3-Apr-19,3,1,2,CEH,0,SCHOLA,Scholars,2019,4,3,,,,,,33.7963,-79.0062,M,2017,Minimum,0,
meow,3-Apr-19,3,1,2,KRM,0,CEMETE,Cemetery,2019,4,3,,,,,,33.7916,-79.0196,M,2018,Actual,0,
meow,3-Apr-19,1,1,2,KRM,0,CEMETE,Cemetery,2019,4,3,,,,,,33.7916,-79.0196,M,2018,Actual,0,
moyy,3-Apr-19,1,1,2,KRM,0,CMWSSS,CMWS,2019,4,3,,,,,,33.8008,-79,M,2017,Actual,0,
mrrr,3-Apr-19,3,1,2,CEH,0,SCHOLA,Scholars,2019,4,3,,,,,,33.7963,-79.0062,F,2018,Actual,0,
myry,3-Apr-19,3,1,2,KRM,0,SEACOA,Seacoast Church,2019,4,3,,,,,,33.8074,-79.0129,F,2017,Minimum,0,
omuu,3-Apr-19,3,1,2,KRM,0,SEACOA,Seacoast Church,2019,4,3,,,,,,33.8074,-79.0129,M,2017,Minimum,0,
oomi,3-Apr-19,3,1,2,CRW,0,ROOMST,Rooms To Go,2019,4,3,,,,,,33.7035,-78.9257,F,2018,Actual,0,
pomy,3-Apr-19,3,1,2,TLE,0,LOWESP,Lowes pkg lot,2019,4,3,,,,,,33.792,-78.9979,F,2016,Minimum,0,
ppmb,3-Apr-19,1,1,2,CEH,1,COSTCO,behind Costco,2019,4,3,,,,,,33.706,-78.9175,M,2016,Minimum,0,
ppmb,3-Apr-19,3,1,2,CRW,1,COSTCO,behind Costco,2019,4,3,,,,,,33.706,-78.9175,M,2016,Minimum,0,
umrw,3-Apr-19,3,1,2,CRW,0,COSTCO,behind Costco,2019,4,3,,,,,,33.706,-78.9175,F,2017,Minimum,0,
wwmr,3-Apr-19,3,1,2,CEH,0,DISCGO,disc golf course,2019,4,3,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
yame,3-Apr-19,3,1,2,CEH,0,WPDEDI,WPDE dishes,2019,4,3,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
ymur,3-Apr-19,3,1,2,KRM,0,CEMETE,Cemetery,2019,4,3,,,,,,33.7916,-79.0196,F,2017,Minimum,0,
yybm,3-Apr-19,1,1,2,KRM,0,IMSTOP,IM Stopsign,2019,4,3,,,,,,33.7993,-78.995,M,2016,Minimum,0,
yyom,3-Apr-19,1,1,2,CEH,0,SEAPIN,Sea Pines,2019,4,3,,,,,,33.7004,-78.9167,U,2018,Actual,0,
bomr,4-Apr-19,2,1,1,CRW,0,MALWAL,Seaboard Walmart,2019,4,4,,,,,,33.7027,-78.9141,U,2018,Actual,0,
mpyo,4-Apr-19,3,1,1,CRW,0,DILLAR,Dillards,2019,4,4,,,,,,33.6997,-78.9264,M,2017,Actual,0,
mpyo,4-Apr-19,2,1,1,CRW,0,DILLAR,Dillards,2019,4,4,,,,,,33.6997,-78.9264,M,2017,Actual,0,
ppmb,4-Apr-19,2,1,1,CRW,1,COSTCO,behind Costco,2019,4,4,,,,,,33.706,-78.9175,M,2016,Minimum,0,
wxmr,4-Apr-19,3,1,1,CRW,0,DILLAR,Dillards,2019,4,4,,,,,,33.6997,-78.9264,F,2018,Actual,0,
wxmr,4-Apr-19,2,1,1,CRW,0,DILLAR,Dillards,2019,4,4,,,,,,33.6997,-78.9264,F,2018,Actual,0,
aawm,6-Apr-19,1,1,2,CEH,0,RIVERF,Riverfront,2019,4,6,,,,,,33.8313,-79.0465,M,2017,Actual,0,
aawm,6-Apr-19,3,1,2,KRM,0,RIVERF,Riverfront,2019,4,6,,,,,,33.8313,-79.0465,M,2017,Actual,0,
brrm,6-Apr-19,3,1,2,KRM,0,CYPRES,Cypress Inn,2019,4,6,,,,,,33.833,-79.0452,M,2017,Minimum,0,
ggmi,6-Apr-19,1,1,2,CEH,0,BUSBEE,Busbee,2019,4,6,,,,,,33.8289,-79.0594,F,2018,Actual,0,
ggmi,6-Apr-19,3,1,2,KRM,0,BUSBEE,Busbee,2019,4,6,,,,,,33.8289,-79.0594,F,2018,Actual,0,
gmob,6-Apr-19,1,1,2,CEH,0,COURTH,Courthouse,2019,4,6,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
gmyr,6-Apr-19,3,1,2,KRM,0,RIVERF,Riverfront,2019,4,6,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
mwrg,6-Apr-19,1,1,2,CEH,0,BUSBEE,Busbee,2019,4,6,,,,,,33.8289,-79.0594,M,2018,Actual,0,
mwrg,6-Apr-19,3,1,2,KRM,0,BUSBEE,Busbee,2019,4,6,,,,,,33.8289,-79.0594,M,2018,Actual,0,
omoo,6-Apr-19,2,1,2,CEH,0,COURTH,Courthouse,2019,4,6,,,,,,33.8304,-79.0484,F,2016,Minimum,0,
wumu,6-Apr-19,1,1,2,CEH,0,GRAING,Grainger,2019,4,6,,,,,,33.8279,-79.0523,F,2017,Minimum,0,
yymb,6-Apr-19,1,1,2,CEH,0,CYPRES,Cypress Inn,2019,4,6,,,,,,33.833,-79.0452,F,2016,Minimum,0,
yymb,6-Apr-19,3,1,2,KRM,0,CYPRES,Cypress Inn,2019,4,6,,,,,,33.833,-79.0452,F,2016,Minimum,0,
bbcm,7-Apr-19,2,1,NA,CEH,0,IMSTOP,IM Stopsign,2019,4,7,,,,,,33.7993,-78.995,F,2018,Actual,0,
bomr,7-Apr-19,1,1,2,CEH,0,MALWAL,Seaboard Walmart,2019,4,7,,,,,,33.7027,-78.9141,U,2018,Actual,0,
emor,7-Apr-19,2,1,NA,CEH,0,LOWESP,Lowes pkg lot,2019,4,7,,,,,,33.792,-78.9979,M,2016,Minimum,0,
emww,7-Apr-19,2,1,NA,CEH,0,TEKNOW,Teknoware,2019,4,7,,,,,,33.7971,-78.991,M,2017,Minimum,0,
emww,7-Apr-19,3,1,1,TLE,0,TEKNOW,Teknoware,2019,4,7,,,,,,33.7971,-78.991,M,2017,Minimum,0,
erom,7-Apr-19,2,0,NA,CEH,0,METGLA,Metglas,2019,4,7,,,,,,33.7942,-78.996,M,2018,Minimum,0,
eymo,7-Apr-19,2,0,NA,CEH,0,HGTCCC,HGTC,2019,4,7,,,,,,33.7933,-79.0009,F,2018,Actual,0,
meey,7-Apr-19,1,1,2,CEH,0,MALWAL,Seaboard Walmart,2019,4,7,,,,,,33.7027,-78.9141,U,2017,Minimum,0,
mpyo,7-Apr-19,1,1,2,CEH,0,DILLAR,Dillards,2019,4,7,,,,,,33.6997,-78.9264,M,2017,Actual,0,
mpyo,7-Apr-19,3,1,2,CRW,0,DILLAR,Dillards,2019,4,7,,,,,,33.6997,-78.9264,M,2017,Actual,0,
myaa,7-Apr-19,2,0,NA,CEH,0,RRTRAC,RR Tracks behind Lowes,2019,4,7,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
pomy,7-Apr-19,2,0,NA,CEH,0,LOWESP,Lowes pkg lot,2019,4,7,,,,,,33.792,-78.9979,F,2016,Minimum,0,
pppm,7-Apr-19,2,0,NA,CEH,0,RRTRAC,rr tracks behind Lowes,2019,4,7,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
rwmp,7-Apr-19,2,0,NA,CEH,0,METGLA,Metglas,2019,4,7,,,,,,33.7942,-78.996,F,2016,Minimum,0,
wmbb,7-Apr-19,2,1,NA,CEH,0,HGTCCC,HGTC,2019,4,7,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
wxmr,7-Apr-19,1,1,2,CEH,0,DILLAR,Dillards,2019,4,7,,,,,,33.6997,-78.9264,F,2018,Actual,0,
wxmr,7-Apr-19,3,1,2,CRW,0,DILLAR,Dillards,2019,4,7,,,,,,33.6997,-78.9264,F,2018,Actual,0,
yybm,7-Apr-19,2,1,NA,CEH,0,IMSTOP,IM Stopsign,2019,4,7,,,,,,33.7993,-78.995,M,2016,Minimum,0,
yyom,7-Apr-19,1,0,2,CEH,0,SEAPIN,Sea Pines,2019,4,7,,,,,,33.7004,-78.9167,U,2018,Actual,0,
mwio,8-Apr-19,5,4,NA,KRM,0,TEKNOW,Teknoware,2019,4,8,,,,,,33.7971,-78.991,F,2018,Minimum,0,
brrm,10-Apr-19,3,1,NA,CEH,0,CYPRES,Cypress Inn,2019,4,10,,,,,,33.833,-79.0452,M,2017,Minimum,0,
embw,10-Apr-19,3,1,1,KRM,0,COXFER,Cox Ferry,2019,4,10,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
myry,10-Apr-19,3,1,1,KRM,0,SEACOA,Seacoast Church,2019,4,10,,,,,,33.8074,-79.0129,F,2017,Minimum,0,
omuu,10-Apr-19,3,1,1,KRM,0,SEACOA,Seacoast Church,2019,4,10,,,,,,33.8074,-79.0129,M,2017,Minimum,0,
omuu,10-Apr-19,1,1,1,KRM,0,SEACOA,Seacoast Church,2019,4,10,,,,,,33.8074,-79.0129,M,2017,Minimum,0,
yymb,10-Apr-19,3,1,NA,CEH,0,CYPRES,Cypress Inn,2019,4,10,,,,,,33.833,-79.0452,F,2016,Minimum,0,
bbcm,11-Apr-19,3,1,1,TLE,0,IMSTOP,IM Stopsign,2019,4,11,,,,,,33.7993,-78.995,F,2018,Actual,0,
bomr,11-Apr-19,1,1,NA,CRW,0,MALWAL,Seaboard Walmart,2019,4,11,,,,,,33.7027,-78.9141,U,2018,Actual,0,
emor,11-Apr-19,3,1,1,TLE,0,LOWESP,Lowes pkg lot,2019,4,11,,,,,,33.792,-78.9979,M,2016,Minimum,0,
emww,11-Apr-19,3,1,1,TLE,0,TEKNOW,Teknoware,2019,4,11,,,,,,33.7971,-78.991,M,2017,Minimum,0,
meey,11-Apr-19,1,0,NA,CRW,0,MALWAL,Seaboard Walmart,2019,4,11,,,,,,33.7027,-78.9141,U,2017,Minimum,0,
moyy,11-Apr-19,3,1,1,TLE,0,CMWSSS,CMWS,2019,4,11,,,,,,33.8008,-79,M,2017,Actual,0,
mwio,11-Apr-19,5,5,NA,KRM,0,TEKNOW,Teknoware,2019,4,11,,,,,,33.7971,-78.991,F,2018,Minimum,0,
oaam,11-Apr-19,3,1,1,TLE,0,CMWSSS,CMWS,2019,4,11,,,,,,33.8008,-79,M,2017,Minimum,0,
pomy,11-Apr-19,3,1,1,TLE,0,LOWESP,Lowes pkg lot,2019,4,11,,,,,,33.792,-78.9979,F,2016,Minimum,0,
yybm,11-Apr-19,3,1,1,TLE,0,IMSTOP,IM Stopsign,2019,4,11,,,,,,33.7993,-78.995,M,2016,Minimum,0,
yybm,11-Apr-19,1,1,1,TLE,0,IMSTOP,IM Stopsign,2019,4,11,,,,,,33.7993,-78.995,M,2016,Minimum,0,
ayym,12-Apr-19,3,1,NA,CEH,0,DISCGO,disc golf course,2019,4,12,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
bbcm,12-Apr-19,3,1,NA,CEH,0,IMSTOP,IM Stopsign,2019,4,12,,,,,,33.7993,-78.995,F,2018,Actual,0,
embw,12-Apr-19,3,1,NA,KRM,0,COXFER,Cox Ferry,2019,4,12,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
emor,12-Apr-19,3,1,NA,CEH,0,LOWESP,Lowes pkg lot,2019,4,12,,,,,,33.792,-78.9979,M,2016,Minimum,0,
