BIRD,DATE,VISIT_TYPE,OUTCOME,NUM_OBS,OBSERVER,REMOVED,TERRITORY,FULLTERRITORY,YEAR,MONTH,DAY,Lat5,Long5,check,re-enter lat5,re-enter long5,Lat100,Long100,sex,birth_year,age_type,walkabout,Notes
embw,2-Feb-18,4,2,2,CEH,0,COXFER,Cox Ferry,2018,2,2,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
emor,2-Feb-18,4,2,2,CEH,0,LOWESP,Lowes pkg lot,2018,2,2,,,,,,33.792,-78.9979,M,2016,Minimum,0,
embw,5-Feb-18,1,1,2,CEH,0,COXFER,Cox Ferry,2018,2,5,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
gmob,5-Feb-18,4,2,2,CEH,0,COURTH,Courthouse,2018,2,5,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
gmyr,5-Feb-18,4,2,2,CEH,0,RIVERF,Riverfront,2018,2,5,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
gmob,7-Feb-18,1,1,2,CEH,0,COURTH,Courthouse,2018,2,7,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
emor,16-Feb-18,1,1,2,CEH,0,LOWESP,Lowes pkg lot,2018,2,16,,,,,,33.792,-78.9979,M,2016,Minimum,0,
gmyr,17-Feb-18,1,1,1,CEH,0,RIVERF,Riverfront,2018,2,17,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
gmob,23-Feb-18,1,1,1,CEH,0,COURTH,Courthouse,2018,2,23,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
ayym,5-Mar-18,4,2,1,CEH,0,DISCGO,disc golf course,2018,3,5,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
emor,20-Mar-18,1,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,3,20,,,,,,33.792,-78.9979,M,2016,Minimum,0,
aawm,21-Mar-18,4,2,2,CEH,0,RIVERF,Riverfront,2018,3,21,,,,,,33.8313,-79.0465,M,2017,Actual,0,
embw,21-Mar-18,1,1,2,CEH,0,COXFER,Cox Ferry,2018,3,21,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
gmob,22-Mar-18,3,1,NA,CEH,0,COURTH,Courthouse,2018,3,22,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
omoo,22-Mar-18,3,1,NA,CEH,0,COURTH,Courthouse,2018,3,22,,,,,,33.8304,-79.0484,F,2016,Minimum,0,
byma,26-Mar-18,4,2,2,CEH,0,SEALMA,Sealmaster,2018,3,26,,,,,,33.8046,-79.0017,F,2017,Actual,0,
mgoo,26-Mar-18,4,2,2,CEH,0,HGTCCC,HGTC,2018,3,26,,,,,,33.7933,-79.0009,F,2017,Actual,0,
rrrm,26-Mar-18,4,2,2,CEH,0,WPDEDI,WPDE dishes,2018,3,26,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
wmbb,26-Mar-18,4,2,2,CEH,0,HGTCCC,HGTC,2018,3,26,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
emor,31-Mar-18,1,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,3,31,,,,,,33.792,-78.9979,M,2016,Minimum,0,
mgoo,2-Apr-18,3,1,NA,CEH,0,HGTCCC,HGTC,2018,4,2,,,,,,33.7933,-79.0009,F,2017,Actual,0,
wmbb,2-Apr-18,3,1,NA,CEH,0,HGTCCC,HGTC,2018,4,2,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
aawm,5-Apr-18,3,1,NA,461L,0,RIVERF,Riverfront,2018,4,5,,,,,,33.8313,-79.0465,M,2017,Actual,0,
gmob,5-Apr-18,3,1,NA,KMM,0,COURTH,Courthouse,2018,4,5,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
gmyr,5-Apr-18,3,1,NA,461L,0,RIVERF,Riverfront,2018,4,5,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
omoo,5-Apr-18,3,1,NA,KMM,0,COURTH,Courthouse,2018,4,5,,,,,,33.8304,-79.0484,F,2016,Minimum,0,
aawm,6-Apr-18,3,1,1,CEH,0,RIVERF,Riverfront,2018,4,6,,,,,,33.8313,-79.0465,M,2017,Actual,0,
gmyr,6-Apr-18,3,1,1,CEH,0,RIVERF,Riverfront,2018,4,6,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
ayym,7-Apr-18,3,1,NA,CEH,0,DISCGO,disc golf course,2018,4,7,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
wwmr,7-Apr-18,3,1,NA,CEH,0,DISCGO,disc golf course,2018,4,7,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
aawm,8-Apr-18,3,1,1,CEH,0,RIVERF,Riverfront,2018,4,8,,,,,,33.8313,-79.0465,M,2017,Actual,0,
ayym,8-Apr-18,3,1,1,CEH,0,DISCGO,disc golf course,2018,4,8,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
gmob,8-Apr-18,3,1,1,CEH,0,COURTH,Courthouse,2018,4,8,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
gmyr,8-Apr-18,3,1,1,CEH,0,RIVERF,Riverfront,2018,4,8,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
mgoo,8-Apr-18,3,1,1,CEH,0,HGTCCC,HGTC,2018,4,8,,,,,,33.7933,-79.0009,F,2017,Actual,0,
omoo,8-Apr-18,3,1,1,CEH,0,COURTH,Courthouse,2018,4,8,,,,,,33.8304,-79.0484,F,2016,Minimum,0,
wmbb,8-Apr-18,3,1,1,CEH,0,HGTCCC,HGTC,2018,4,8,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
wwmr,8-Apr-18,4,2,1,CEH,0,DISCGO,disc golf course,2018,4,8,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
wwmr,8-Apr-18,3,1,1,CEH,0,DISCGO,disc golf course,2018,4,8,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
eeme,11-Apr-18,3,1,1,CEH,0,501WAL,Walmart501,2018,4,11,,,,,,33.7785,-78.9865,M,2017,Actual,0,
embw,11-Apr-18,3,1,1,CEH,0,COXFER,Cox Ferry,2018,4,11,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
embw,11-Apr-18,1,1,1,CEH,0,COXFER,Cox Ferry,2018,4,11,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
morr,11-Apr-18,3,1,1,CEH,0,DILLAR,Dillards,2018,4,11,,,,,,33.6997,-78.9264,M,2017,Actual,0,
mree,11-Apr-18,3,1,1,CEH,0,DILLAR,Dillards,2018,4,11,,,,,,33.6997,-78.9264,F,2017,Minimum,0,
oomw,11-Apr-18,3,1,1,CEH,0,COXFER,Cox Ferry,2018,4,11,,,,,,33.8066,-79.0081,M,2016,Minimum,0,
embw,12-Apr-18,3,1,1,CEH,0,COXFER,Cox Ferry,2018,4,12,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
oomw,12-Apr-18,3,1,1,CEH,0,COXFER,Cox Ferry,2018,4,12,,,,,,33.8066,-79.0081,M,2016,Minimum,0,
emor,14-Apr-18,3,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,4,14,,,,,,33.792,-78.9979,M,2016,Minimum,0,
emor,14-Apr-18,1,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,4,14,,,,,,33.792,-78.9979,M,2016,Minimum,0,
myaa,14-Apr-18,3,1,1,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,4,14,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
pomy,14-Apr-18,3,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,4,14,,,,,,33.792,-78.9979,F,2016,Minimum,0,
pppm,14-Apr-18,3,1,1,CEH,0,RRTRAC,rr tracks behind Lowes,2018,4,14,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
aawm,15-Apr-18,3,1,2,CEH,0,RIVERF,Riverfront,2018,4,15,,,,,,33.8313,-79.0465,M,2017,Actual,0,
eeme,15-Apr-18,3,1,2,CEH,0,501WAL,Walmart501,2018,4,15,,,,,,33.7785,-78.9865,M,2017,Actual,0,
embw,15-Apr-18,3,1,2,CEH,0,COXFER,Cox Ferry,2018,4,15,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
embw,15-Apr-18,1,1,2,CEH,0,COXFER,Cox Ferry,2018,4,15,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
emor,15-Apr-18,3,1,2,CEH,0,LOWESP,Lowes pkg lot,2018,4,15,,,,,,33.792,-78.9979,M,2016,Minimum,0,
emor,15-Apr-18,1,1,2,CEH,0,LOWESP,Lowes pkg lot,2018,4,15,,,,,,33.792,-78.9979,M,2016,Minimum,0,
gmob,15-Apr-18,3,1,2,CEH,0,COURTH,Courthouse,2018,4,15,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
gmob,15-Apr-18,1,1,2,CEH,0,COURTH,Courthouse,2018,4,15,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
gmyr,15-Apr-18,3,1,2,CEH,0,RIVERF,Riverfront,2018,4,15,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
morr,15-Apr-18,3,1,2,CEH,0,DILLAR,Dillards,2018,4,15,,,,,,33.6997,-78.9264,M,2017,Actual,0,
mree,15-Apr-18,3,1,2,CEH,0,DILLAR,Dillards,2018,4,15,,,,,,33.6997,-78.9264,F,2017,Minimum,0,
myaa,15-Apr-18,3,1,2,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,4,15,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
omoo,15-Apr-18,3,1,2,CEH,0,COURTH,Courthouse,2018,4,15,,,,,,33.8304,-79.0484,F,2016,Minimum,0,
oomw,15-Apr-18,3,1,2,CEH,0,COXFER,Cox Ferry,2018,4,15,,,,,,33.8066,-79.0081,M,2016,Minimum,0,
pomy,15-Apr-18,3,1,2,CEH,0,LOWESP,Lowes pkg lot,2018,4,15,,,,,,33.792,-78.9979,F,2016,Minimum,0,
pppm,15-Apr-18,3,1,2,CEH,0,RRTRAC,rr tracks behind Lowes,2018,4,15,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
rrrm,15-Apr-18,1,1,2,CEH,0,LOWESP,Lowes Parking Lot,2018,4,15,,,,,,33.792,-78.9979,M,2017,Minimum,0,
byma,17-Apr-18,1,1,1,CEH,0,SEALMA,Sealmaster,2018,4,17,,,,,,33.8046,-79.0017,F,2017,Actual,0,
mgoo,18-Apr-18,3,1,1,CEH,0,HGTCCC,HGTC,2018,4,18,,,,,,33.7933,-79.0009,F,2017,Actual,0,
rrrm,18-Apr-18,3,1,1,CEH,0,WPDEDI,WPDE dishes,2018,4,18,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
wmbb,18-Apr-18,3,1,1,CEH,0,HGTCCC,HGTC,2018,4,18,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
yame,18-Apr-18,3,1,1,CEH,0,WPDEDI,WPDE dishes,2018,4,18,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
eeme,22-Apr-18,3,1,2,CEH,0,501WAL,Walmart501,2018,4,22,,,,,,33.7785,-78.9865,M,2017,Actual,0,
embw,22-Apr-18,3,1,2,CEH,0,COXFER,Cox Ferry,2018,4,22,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
emor,22-Apr-18,3,1,2,CEH,0,LOWESP,Lowes pkg lot,2018,4,22,,,,,,33.792,-78.9979,M,2016,Minimum,0,
mgoo,22-Apr-18,3,1,2,CEH,0,HGTCCC,HGTC,2018,4,22,,,,,,33.7933,-79.0009,F,2017,Actual,0,
myaa,22-Apr-18,3,1,2,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,4,22,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
oomw,22-Apr-18,3,1,2,CEH,0,COXFER,Cox Ferry,2018,4,22,,,,,,33.8066,-79.0081,M,2016,Minimum,0,
pomy,22-Apr-18,3,1,2,CEH,0,LOWESP,Lowes pkg lot,2018,4,22,,,,,,33.792,-78.9979,F,2016,Minimum,0,
pppm,22-Apr-18,3,1,2,CEH,0,RRTRAC,rr tracks behind Lowes,2018,4,22,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
rrrm,22-Apr-18,3,1,2,CEH,0,WPDEDI,WPDE dishes,2018,4,22,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
wmbb,22-Apr-18,3,1,2,CEH,0,HGTCCC,HGTC,2018,4,22,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
yame,22-Apr-18,3,1,2,CEH,0,WPDEDI,WPDE dishes,2018,4,22,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
ayym,25-Apr-18,3,1,1,CEH,0,DISCGO,disc golf course,2018,4,25,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
wwmr,25-Apr-18,3,1,1,CEH,0,DISCGO,disc golf course,2018,4,25,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
aawm,29-Apr-18,1,0,1,CEH,0,RIVERF,Riverfront,2018,4,29,,,,,,33.8313,-79.0465,M,2017,Actual,0,
eeme,29-Apr-18,3,1,1,CEH,0,501WAL,Walmart501,2018,4,29,,,,,,33.7785,-78.9865,M,2017,Actual,0,
embw,29-Apr-18,3,1,1,CEH,0,COXFER,Cox Ferry,2018,4,29,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
embw,29-Apr-18,1,1,1,CEH,0,COXFER,Cox Ferry,2018,4,29,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
emor,29-Apr-18,3,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,4,29,,,,,,33.792,-78.9979,M,2016,Minimum,0,
gmob,29-Apr-18,1,0,1,CEH,0,COURTH,Courthouse,2018,4,29,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
mgoo,29-Apr-18,3,1,1,CEH,0,HGTCCC,HGTC,2018,4,29,,,,,,33.7933,-79.0009,F,2017,Actual,0,
mgoo,29-Apr-18,1,1,1,CEH,0,HGTCCC,HGTC,2018,4,29,,,,,,33.7933,-79.0009,F,2017,Actual,0,
morr,29-Apr-18,3,1,1,CEH,0,DILLAR,Dillards,2018,4,29,,,,,,33.6997,-78.9264,M,2017,Actual,0,
mree,29-Apr-18,3,1,1,CEH,0,DILLAR,Dillards,2018,4,29,,,,,,33.6997,-78.9264,F,2017,Minimum,0,
myaa,29-Apr-18,3,1,1,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,4,29,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
oomw,29-Apr-18,3,1,1,CEH,0,COXFER,Cox Ferry,2018,4,29,,,,,,33.8066,-79.0081,M,2016,Minimum,0,
pomy,29-Apr-18,3,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,4,29,,,,,,33.792,-78.9979,F,2016,Minimum,0,
pppm,29-Apr-18,3,1,1,CEH,0,RRTRAC,rr tracks behind Lowes,2018,4,29,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
rrrm,29-Apr-18,3,1,1,CEH,0,WPDEDI,WPDE dishes,2018,4,29,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
wmbb,29-Apr-18,3,1,1,CEH,0,HGTCCC,HGTC,2018,4,29,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
wmbb,29-Apr-18,1,1,1,CEH,0,HGTCCC,HGTC,2018,4,29,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
yame,29-Apr-18,3,1,1,CEH,0,WPDEDI,WPDE dishes,2018,4,29,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
eeme,2-May-18,3,1,1,CEH,0,501WAL,Walmart501,2018,5,2,,,,,,33.7785,-78.9865,M,2017,Actual,0,
rrrm,3-May-18,1,1,1,CEH,0,WPDEDI,WPDE dishes,2018,5,3,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
amee,4-May-18,4,2,1,CEH,0,SEALMA,Sealmaster,2018,5,4,,,,,,33.8046,-79.0017,M,2016,Minimum,0,
aawm,6-May-18,3,1,2,CEH,0,RIVERF,Riverfront,2018,5,6,,,,,,33.8313,-79.0465,M,2017,Actual,0,
ayym,6-May-18,3,1,2,CEH,0,DISCGO,disc golf course,2018,5,6,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
eeme,6-May-18,3,1,2,CEH,0,501WAL,Walmart501,2018,5,6,,,,,,33.7785,-78.9865,M,2017,Actual,0,
emor,6-May-18,3,1,2,CEH,0,LOWESP,Lowes pkg lot,2018,5,6,,,,,,33.792,-78.9979,M,2016,Minimum,0,
gmyr,6-May-18,3,1,2,CEH,0,RIVERF,Riverfront,2018,5,6,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
morr,6-May-18,3,1,2,CEH,0,DILLAR,Dillards,2018,5,6,,,,,,33.6997,-78.9264,M,2017,Actual,0,
mpyo,6-May-18,3,1,2,CEH,0,BEDBAT,bed bath beyond,2018,5,6,,,,,,33.7002,-78.9241,M,2017,Actual,0,
mpyo,6-May-18,4,2,2,KRM,0,BEDBAT,bed bath beyond,2018,5,6,,,,,,33.7002,-78.9241,M,2017,Actual,0,
mree,6-May-18,3,1,2,CEH,0,DILLAR,Dillards,2018,5,6,,,,,,33.6997,-78.9264,F,2017,Minimum,0,
myaa,6-May-18,4,2,2,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,5,6,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
myaa,6-May-18,3,1,2,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,5,6,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
pomy,6-May-18,3,1,2,CEH,0,LOWESP,Lowes pkg lot,2018,5,6,,,,,,33.792,-78.9979,F,2016,Minimum,0,
pppm,6-May-18,4,2,2,CEH,0,RRTRAC,rr tracks behind Lowes,2018,5,6,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
pppm,6-May-18,3,1,2,CEH,0,RRTRAC,rr tracks behind Lowes,2018,5,6,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
remw,6-May-18,4,2,2,CEH,0,BEDBAT,bed bath beyond,2018,5,6,,,,,,33.7002,-78.9241,F,2016,Minimum,0,
remw,6-May-18,3,1,2,CEH,0,BEDBAT,bed bath beyond,2018,5,6,,,,,,33.7002,-78.9241,F,2016,Minimum,0,
rrrm,6-May-18,3,1,2,CEH,0,WPDEDI,WPDE dishes,2018,5,6,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
wwmr,6-May-18,3,1,2,CEH,0,DISCGO,disc golf course,2018,5,6,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
wwmr,6-May-18,2,1,2,CEH,0,DISCGO,disc golf course,2018,5,6,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
yame,6-May-18,3,1,2,CEH,0,WPDEDI,WPDE dishes,2018,5,6,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
aawm,7-May-18,1,1,1,CEH,0,RIVERF,Riverfront,2018,5,7,,,,,,33.8313,-79.0465,M,2017,Actual,0,
gmyr,7-May-18,1,1,1,CEH,0,RIVERF,Riverfront,2018,5,7,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
embw,9-May-18,3,1,1,CEH,0,COXFER,Cox Ferry,2018,5,9,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
oomw,9-May-18,3,1,1,CEH,0,COXFER,Cox Ferry,2018,5,9,,,,,,33.8066,-79.0081,M,2016,Minimum,0,
rrrm,9-May-18,3,1,1,CEH,0,WPDEDI,WPDE dishes,2018,5,9,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
yame,9-May-18,3,1,1,CEH,0,WPDEDI,WPDE dishes,2018,5,9,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
eeme,16-May-18,4,2,1,CEH,0,501WAL,Walmart501,2018,5,16,,,,,,33.7785,-78.9865,M,2017,Actual,0,
mpyo,16-May-18,1,1,1,CEH,0,BEDBAT,bed bath beyond,2018,5,16,,,,,,33.7002,-78.9241,M,2017,Actual,0,
rrrm,16-May-18,1,1,1,CEH,0,WPDEDI,WPDE dishes,2018,5,16,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
yame,16-May-18,4,2,1,CEH,0,WPDEDI,WPDE dishes,2018,5,16,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
ayym,19-May-18,1,1,1,CEH,0,DISCGO,disc golf course,2018,5,19,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
mgoo,19-May-18,1,1,1,CEH,0,HGTCCC,HGTC,2018,5,19,,,,,,33.7933,-79.0009,F,2017,Actual,0,
wwmr,19-May-18,1,1,1,CEH,0,DISCGO,disc golf course,2018,5,19,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
aawm,20-May-18,1,1,1,CEH,0,RIVERF,Riverfront,2018,5,20,,,,,,33.8313,-79.0465,M,2017,Actual,0,
ayym,20-May-18,1,1,2,CEH,0,DISCGO,disc golf course,2018,5,20,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
eeme,20-May-18,3,1,2,CEH,0,501WAL,Walmart501,2018,5,20,,,,,,33.7785,-78.9865,M,2017,Actual,0,
eeme,20-May-18,1,1,2,CEH,0,501WAL,Walmart501,2018,5,20,,,,,,33.7785,-78.9865,M,2017,Actual,0,
embw,20-May-18,3,1,2,CEH,0,COXFER,Cox Ferry,2018,5,20,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
embw,20-May-18,1,1,2,CEH,0,COXFER,Cox Ferry,2018,5,20,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
emor,20-May-18,3,1,2,CEH,0,LOWESP,Lowes pkg lot,2018,5,20,,,,,,33.792,-78.9979,M,2016,Minimum,0,
gmob,20-May-18,3,1,1,CEH,0,COURTH,Courthouse,2018,5,20,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
gmob,20-May-18,1,1,1,CEH,0,COURTH,Courthouse,2018,5,20,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
gmyr,20-May-18,1,1,1,CEH,0,RIVERF,Riverfront,2018,5,20,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
mgoo,20-May-18,3,1,2,CEH,0,HGTCCC,HGTC,2018,5,20,,,,,,33.7933,-79.0009,F,2017,Actual,0,
mpyo,20-May-18,3,1,1,CEH,0,BEDBAT,bed bath beyond,2018,5,20,,,,,,33.7002,-78.9241,M,2017,Actual,0,
myaa,20-May-18,1,1,2,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,5,20,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
omoo,20-May-18,3,1,1,CEH,0,COURTH,Courthouse,2018,5,20,,,,,,33.8304,-79.0484,F,2016,Minimum,0,
oomw,20-May-18,3,1,2,CEH,0,COXFER,Cox Ferry,2018,5,20,,,,,,33.8066,-79.0081,M,2016,Minimum,0,
pomy,20-May-18,3,1,2,CEH,0,LOWESP,Lowes pkg lot,2018,5,20,,,,,,33.792,-78.9979,F,2016,Minimum,0,
remw,20-May-18,3,1,1,CEH,0,BEDBAT,bed bath beyond,2018,5,20,,,,,,33.7002,-78.9241,F,2016,Minimum,0,
rrrm,20-May-18,1,1,2,CEH,0,WPDEDI,WPDE dishes,2018,5,20,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
wmbb,20-May-18,3,1,2,CEH,0,HGTCCC,HGTC,2018,5,20,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
wmbb,20-May-18,1,1,2,CEH,0,HGTCCC,HGTC,2018,5,20,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
wwmr,20-May-18,1,1,2,CEH,0,DISCGO,disc golf course,2018,5,20,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
yame,20-May-18,1,1,2,CEH,0,WPDEDI,WPDE dishes,2018,5,20,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
morr,23-May-18,4,2,2,CEH,0,DILLAR,Dillards,2018,5,23,,,,,,33.6997,-78.9264,M,2017,Actual,0,
morr,23-May-18,3,1,2,CEH,0,DILLAR,Dillards,2018,5,23,,,,,,33.6997,-78.9264,M,2017,Actual,0,
mree,23-May-18,4,2,2,CEH,0,DILLAR,Dillards,2018,5,23,,,,,,33.6997,-78.9264,F,2017,Minimum,0,
mree,23-May-18,3,1,2,CEH,0,DILLAR,Dillards,2018,5,23,,,,,,33.6997,-78.9264,F,2017,Minimum,0,
oomw,23-May-18,4,2,2,CEH,0,COXFER,Cox Ferry,2018,5,23,,,,,,33.8066,-79.0081,M,2016,Minimum,0,
pomy,23-May-18,4,2,2,CEH,0,LOWESP,Lowes pkg lot,2018,5,23,,,,,,33.792,-78.9979,F,2016,Minimum,0,
ppmb,23-May-18,4,2,2,CEH,1,COSTCO,behind Costco,2018,5,23,,,,,,33.706,-78.9175,M,2016,Minimum,0,
emor,27-May-18,3,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,5,27,,,,,,33.792,-78.9979,M,2016,Minimum,0,
emor,27-May-18,1,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,5,27,,,,,,33.792,-78.9979,M,2016,Minimum,0,
mgoo,27-May-18,3,1,1,CEH,0,HGTCCC,HGTC,2018,5,27,,,,,,33.7933,-79.0009,F,2017,Actual,0,
mgoo,27-May-18,1,1,1,CEH,0,HGTCCC,HGTC,2018,5,27,,,,,,33.7933,-79.0009,F,2017,Actual,0,
morr,27-May-18,3,1,1,CEH,0,DILLAR,Dillards,2018,5,27,,,,,,33.6997,-78.9264,M,2017,Actual,0,
mpyo,27-May-18,3,1,1,CEH,0,BEDBAT,bed bath beyond,2018,5,27,,,,,,33.7002,-78.9241,M,2017,Actual,0,
mpyo,27-May-18,1,1,1,CEH,0,BEDBAT,bed bath beyond,2018,5,27,,,,,,33.7002,-78.9241,M,2017,Actual,0,
mree,27-May-18,3,1,1,CEH,0,DILLAR,Dillards,2018,5,27,,,,,,33.6997,-78.9264,F,2017,Minimum,0,
pomy,27-May-18,3,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,5,27,,,,,,33.792,-78.9979,F,2016,Minimum,0,
pomy,27-May-18,1,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,5,27,,,,,,33.792,-78.9979,F,2016,Minimum,0,
remw,27-May-18,3,1,1,CEH,0,BEDBAT,bed bath beyond,2018,5,27,,,,,,33.7002,-78.9241,F,2016,Minimum,0,
remw,27-May-18,1,1,1,CEH,0,BEDBAT,bed bath beyond,2018,5,27,,,,,,33.7002,-78.9241,F,2016,Minimum,0,
rrrm,27-May-18,1,1,1,CEH,0,WPDEDI,WPDE dishes,2018,5,27,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
wmbb,27-May-18,3,1,1,CEH,0,HGTCCC,HGTC,2018,5,27,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
wmbb,27-May-18,1,1,1,CEH,0,HGTCCC,HGTC,2018,5,27,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
emor,29-May-18,3,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,5,29,,,,,,33.792,-78.9979,M,2016,Minimum,0,
pomy,29-May-18,3,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,5,29,,,,,,33.792,-78.9979,F,2016,Minimum,0,
rrrm,29-May-18,1,1,1,CEH,0,WPDEDI,WPDE dishes,2018,5,29,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
yame,29-May-18,1,1,1,CEH,0,WPDEDI,WPDE dishes,2018,5,29,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
myaa,30-May-18,3,1,2,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,5,30,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
myaa,30-May-18,1,1,2,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,5,30,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
